Time,Alpha_1,Delta_1,Alpha_2,Delta_2,RA_Residual,Dec_Residual
1903-06-02,23.5332848443,-4.237775407,23.5332845195,-4.237772354,-0.017491247290356594,0.010990800001309253
1903-06-03,23.5401166000,-4.195897244,23.5401168752,-4.195894870,0.014820968767169242,0.008546400000497556
1903-06-04,23.5523489773,-4.118946497,23.5523493602,-4.118948986,0.020623194194304265,-0.008960400002777646
1903-06-05,23.5585406215,-4.087752382,23.5585405222,-4.087750958,-0.005348558760741279,0.0051263999989004105
1903-06-06,23.5613643558,-4.075812961,23.5613642142,-4.075809217,-0.007627061173660409,0.01347839999930045
1903-06-07,23.5711436019,-4.013202012,23.5711441463,-4.013201812,0.0293255155708036,0.0007199999988216632
1903-06-08,23.5812834305,-3.953073692,23.5812835729,-3.953075687,0.007671305138277889,-0.007182000001115796
1903-06-09,23.5838533466,-3.945802514,23.5838530306,-3.945799647,-0.017023551363818324,0.01032120000026282
1903-06-10,23.5886812062,-3.917578392,23.5886813726,-3.917575839,0.00896460390630228,0.009190799999458932
1903-06-11,23.5998558635,-3.846871467,23.5998562872,-3.846873863,0.022828250011706165,-0.008625599999056988
1903-06-12,23.6058554366,-3.816737152,23.6058552971,-3.816736931,-0.007516292254300289,0.0007956000002806718
1903-06-13,23.6071620105,-3.815575549,23.6071617735,-3.815571971,-0.012769632247455524,0.012880800001013881
1903-06-14,23.6150544973,-3.765290420,23.6150549568,-3.765290073,0.0247594395327677,0.0012491999994423963
1903-06-15,23.6247612056,-3.707257080,23.6247613689,-3.707259720,0.008799747415544274,-0.009503999999793677
1903-06-16,23.6266583127,-3.704831586,23.6266579892,-3.704829138,-0.01743249262552053,0.008812800000157495
1903-06-17,23.6294407045,-3.690684555,23.6294408088,-3.690681397,0.005620519350396647,0.01136879999901197
1903-06-18,23.6393025024,-3.627988785,23.6393029698,-3.627990842,0.025189018214542013,-0.007405200000398793
1903-06-19,23.6450691852,-3.599041654,23.6450691505,-3.599041608,-0.0018701045104297272,0.0001656000009120362
1903-06-20,23.6449402849,-3.608119273,23.6449400318,-3.608115420,-0.013640308643779117,0.013870799999793348
1903-06-21,23.6507670271,-3.571493225,23.6507675424,-3.571491586,0.027772157316702142,0.005900400000591333
1903-06-22,23.6598333086,-3.516859740,23.6598335648,-3.516862446,0.013808746176376932,-0.009741600000268136
1903-06-23,23.6611241075,-3.518694994,23.6611238892,-3.518692378,-0.011765977301454332,0.009417600000638515
1903-06-24,23.6618435578,-3.518825369,23.6618436216,-3.518821574,0.0034387046182814637,0.013662000000103092
1903-06-25,23.6701335175,-3.465915536,23.6701340417,-3.465917033,0.028255025168435508,-0.005389200001459926
1903-06-26,23.6755882739,-3.438500505,23.6755882467,-3.438501480,-0.0014661559155992067,-0.003510000001050173
1903-06-27,23.6741135717,-3.457153969,23.6741132958,-3.457150095,-0.014871487091748785,0.013946400001252357
1903-06-28,23.6777256244,-3.435284095,23.6777260156,-3.435282400,0.021086841213997034,0.006101999999685859
1903-06-29,23.6859260081,-3.385467601,23.6859262797,-3.385470836,0.014640804629435756,-0.011645999999565504
1903-06-30,23.6866659010,-3.391004800,23.6866656447,-3.391003171,-0.01381596765008992,0.005864400000810122
